optimizer,hyperparameters,criterion,crt_parameter,top-1 test acc,overfitting indicator,l1,l5,l1/l5,fwp_overhead,bwp_overhead,images/s,runtime,max_allocated_memory,max_reserved_memory,epochs,exclusive_run
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.52,0.3285,,,,1.917,1.917,253.89,700.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,84.85,0.2624,,,,2.0,2.0,234.62,731.3,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.2;z2=0.6666666666666666;,gSAMratio,z=1.2,84.75,0.261,,,,2.0,2.0,220.06,779.23,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.2;z2=0.5;,gSAMratio,z=1.2,84.6,0.2636,,,,2.0,2.0,220.95,775.99,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.5;z2=0.4;,gSAMratio,z=1.5,84.94,0.2532,,,,2.0,2.0,236.75,724.83,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.75,0.2559,,,,2.0,2.0,234.43,731.89,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,84.81,0.2765,,,,1.9945,1.9945,237.68,723.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,85.15,0.3011,,,,1.9058,1.9058,215.16,830.56,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.66,0.3397,,,,1.7166,1.7166,287.83,655.77,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.61,0.371,,,,1.7524,1.7524,272.42,687.72,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.0;z2=0.5;,gSAMratio,z=2.0,84.66,0.258,,,,2.0,2.0,226.14,758.23,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.0;z2=0.4;,gSAMratio,z=2.0,84.71,0.259,,,,2.0,2.0,232.99,736.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.5;z2=0.5;,gSAMratio,z=2.5,84.82,0.2645,,,,1.9999,1.9999,232.21,738.91,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.78,0.2809,,,,1.9934,1.9934,231.99,741.99,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.69,0.3232,,,,1.905,1.905,238.75,748.67,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.5;z2=0.4;,gSAMratio,z=2.5,85.04,0.2605,,,,2.0,2.0,225.05,762.12,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.1;z2=0.9090909090909091;,gSAMratio,z=1.1,84.5,0.266,,,,2.0,2.0,229.56,747.33,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.1;z2=0.8333333333333334;,gSAMratio,z=1.1,85.08,0.263,,,,2.0,2.0,230.8,743.5,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.1;z2=0.5;,gSAMratio,z=1.1,84.91,0.2602,,,,2.0,2.0,236.18,726.69,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.64,0.2556,,,,2.0,2.0,233.56,734.62,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,84.44,0.2784,,,,2.0,2.0,173.11,989.63,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.5;z2=1.1;,gSAMratio,z=2.5,84.16,0.426,,,,1.2554,1.2554,400.98,474.27,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.0;z2=1.1;,gSAMratio,z=2.0,84.05,0.4235,,,,1.2639,1.2639,393.01,484.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.28,0.3968,,,,1.3079,1.3079,386.36,495.72,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,84.69,0.3103,,,,1.9046,1.9046,254.53,702.5,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.21,0.3737,,,,1.443,1.443,356.82,542.38,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.63,0.3834,,,,1.7578,1.7578,291.85,641.28,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.29,0.3519,,,,1.8158,1.8158,262.62,700.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.79,0.2614,,,,2.0,2.0,234.49,731.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.2;z2=0.5;,gSAMratio,z=1.2,84.71,0.2596,,,,2.0,2.0,235.49,728.65,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.2;z2=0.6666666666666666;,gSAMratio,z=1.2,84.7,0.2607,,,,2.0,2.0,231.67,740.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.48,0.3551,,,,1.5643,1.5643,321.23,600.56,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,85.01,0.3001,,,,1.9492,1.9492,243.28,721.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.84,0.3324,,,,1.9178,1.9178,253.76,700.82,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.8,0.2599,,,,2.0,2.0,230.5,744.17,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.43,0.3661,,,,1.7678,1.7678,263.04,709.62,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,84.71,0.2595,,,,2.0,2.0,233.41,735.35,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.92,0.2559,,,,2.0,2.0,233.83,733.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.5;z2=0.4;,gSAMratio,z=1.5,84.88,0.2603,,,,2.0,2.0,232.31,738.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.55,0.324,,,,1.7248,1.7248,286.17,658.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.61,0.3379,,,,1.9106,1.9106,251.62,708.78,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,84.93,0.2637,,,,1.9949,1.9949,236.06,728.61,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.0;z2=0.4;,gSAMratio,z=2.0,84.6,0.2576,,,,2.0,2.0,236.41,725.76,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.0;z2=0.5;,gSAMratio,z=2.0,85.06,0.255,,,,2.0,2.0,234.95,730.28,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.97,0.2737,,,,1.9937,1.9937,236.82,726.83,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.5;z2=0.5;,gSAMratio,z=2.5,84.84,0.2619,,,,1.9999,1.9999,230.09,745.68,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.2;z=2.5;z2=0.4;,gSAMratio,z=2.5,84.78,0.2596,,,,2.0,2.0,218.39,784.96,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=0.9090909090909091;,gSAMratio,z=1.1,84.63,0.2687,,,,2.0,2.0,231.31,741.77,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=0.8333333333333334;,gSAMratio,z=1.1,84.9,0.2626,,,,2.0,2.0,229.54,747.45,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,85.01,0.2576,,,,2.0,2.0,231.62,740.48,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=1.1;,gSAMratio,z=2.0,84.34,0.4141,,,,1.2691,1.2691,399.18,476.96,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.69,0.2661,,,,2.0,2.0,221.02,776.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=0.5;,gSAMratio,z=1.1,84.76,0.2643,,,,2.0,2.0,209.51,818.39,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.07,0.4039,,,,1.3155,1.3155,376.86,508.26,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=1.1;,gSAMratio,z=2.5,84.46,0.4253,,,,1.2579,1.2579,403.29,471.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,85.02,0.2965,,,,1.8958,1.8958,256.56,699.17,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.46,0.3503,,,,1.8073,1.8073,275.69,669.89,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.59,0.3593,,,,1.4487,1.4487,334.16,581.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.37,0.3495,,,,1.5783,1.5783,329.96,584.09,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.87,0.2596,,,,2.0,2.0,233.78,733.89,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.32,0.3694,,,,1.7673,1.7673,283.4,658.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.6666666666666666;,gSAMratio,z=1.2,84.87,0.261,,,,2.0,2.0,230.81,743.5,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.97,0.2614,,,,2.0,2.0,233.36,735.3,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.5;,gSAMratio,z=1.2,84.61,0.2624,,,,2.0,2.0,232.72,737.27,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.78,0.3313,,,,1.7403,1.7403,292.23,643.0,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,84.74,0.2686,,,,2.0,2.0,236.81,724.55,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.4;,gSAMratio,z=1.5,84.88,0.2621,,,,2.0,2.0,235.48,728.76,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.71,0.346,,,,1.9163,1.9163,245.92,723.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.89,0.3817,,,,1.7556,1.7556,266.46,702.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,84.63,0.2737,,,,1.9942,1.9942,233.58,736.66,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.5;,gSAMratio,z=2.0,84.8,0.2589,,,,2.0,2.0,235.55,728.64,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.88,0.2606,,,,2.0,2.0,223.43,767.66,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,84.96,0.3078,,,,1.9439,1.9439,225.82,779.01,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.4;,gSAMratio,z=2.0,84.8,0.2654,,,,2.0,2.0,231.34,741.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.84,0.2723,,,,1.9931,1.9931,235.12,732.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.4;,gSAMratio,z=2.5,84.6,0.2602,,,,2.0,2.0,232.74,737.27,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.5;,gSAMratio,z=2.5,84.93,0.2564,,,,1.9998,1.9998,228.17,751.74,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.9090909090909091;,gSAMratio,z=1.1,84.57,0.2679,,,,2.0,2.0,234.2,732.75,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.52,0.3491,,,,1.9098,1.9098,194.1,917.97,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,84.54,0.2647,,,,2.0,2.0,233.36,735.23,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.5;,gSAMratio,z=1.1,84.66,0.2602,,,,2.0,2.0,236.08,726.78,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,84.79,0.3063,,,,1.891,1.891,260.13,690.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=1.1;,gSAMratio,z=2.0,84.24,0.4326,,,,1.271,1.271,399.31,477.06,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.21,0.4036,,,,1.3205,1.3205,386.19,497.05,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.8333333333333334;,gSAMratio,z=1.1,84.78,0.2625,,,,2.0,2.0,161.09,1062.33,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.59,0.3548,,,,1.8023,1.8023,276.84,668.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=1.1;,gSAMratio,z=2.5,83.85,0.4482,,,,1.263,1.263,377.65,503.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.48,0.2629,,,,2.0,2.0,231.42,741.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.88,0.2626,,,,2.0,2.0,229.54,747.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.5;,gSAMratio,z=1.2,84.9,0.2717,,,,2.0,2.0,235.78,727.74,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.45,0.382,,,,1.7656,1.7656,282.24,661.63,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.31,0.2717,,,,2.0,2.0,229.93,746.16,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.7,0.3593,,,,1.4536,1.4536,327.34,591.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,84.72,0.3196,,,,1.9376,1.9376,246.06,716.96,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,84.56,0.2566,,,,2.0,2.0,235.52,728.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.6666666666666666;,gSAMratio,z=1.2,84.83,0.2541,,,,2.0,2.0,211.01,812.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.6,0.3976,,,,1.7577,1.7577,276.94,675.72,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.4;,gSAMratio,z=1.5,84.87,0.2701,,,,2.0,2.0,231.66,740.78,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,84.94,0.2729,,,,1.9944,1.9944,235.77,729.53,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.7,0.3188,,,,1.7473,1.7473,277.67,675.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.79,0.3497,,,,1.9091,1.9091,251.8,708.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.5;,gSAMratio,z=2.0,84.57,0.2621,,,,2.0,2.0,230.03,745.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.61,0.346,,,,1.9145,1.9145,231.98,767.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.4;,gSAMratio,z=2.0,84.46,0.2653,,,,2.0,2.0,229.87,746.49,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.4;,gSAMratio,z=2.5,84.83,0.2709,,,,2.0,2.0,235.24,729.69,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.5;,gSAMratio,z=2.5,84.79,0.2613,,,,1.9998,1.9998,232.18,739.0,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.67,0.285,,,,1.9926,1.9926,225.05,764.69,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.61,0.2629,,,,2.0,2.0,195.65,876.11,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.68,0.3499,,,,1.5861,1.5861,229.54,838.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.9090909090909091;,gSAMratio,z=1.1,84.56,0.272,,,,2.0,2.0,223.85,766.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.8333333333333334;,gSAMratio,z=1.1,84.69,0.2588,,,,2.0,2.0,232.68,737.3,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.5;,gSAMratio,z=1.1,84.69,0.2619,,,,2.0,2.0,234.66,731.18,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,84.92,0.2567,,,,2.0,2.0,206.65,829.63,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,84.79,0.3026,,,,1.8743,1.8743,260.62,693.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.79,0.3411,,,,1.7761,1.7761,280.68,663.61,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.67,0.271,,,,2.0,2.0,235.85,727.69,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=1.1;,gSAMratio,z=2.0,84.21,0.4341,,,,1.3006,1.3006,384.87,497.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.64,0.3919,,,,1.3474,1.3474,377.46,510.11,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.88,0.265,,,,2.0,2.0,233.81,733.91,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.6,0.3884,,,,1.7444,1.7444,285.75,656.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=1.1;,gSAMratio,z=2.5,83.89,0.4415,,,,1.2911,1.2911,397.16,481.19,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.5;,gSAMratio,z=1.2,84.97,0.2604,,,,2.0,2.0,233.19,735.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.38,0.3718,,,,1.4864,1.4864,350.53,552.2,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.89,0.3392,,,,1.6256,1.6256,321.57,593.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.97,0.356,,,,1.8975,1.8975,254.42,704.65,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.87,0.2639,,,,2.0,2.0,221.71,773.64,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.46,0.4016,,,,1.7424,1.7424,281.63,666.56,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,84.73,0.3209,,,,1.9197,1.9197,235.42,754.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.92,0.2582,,,,2.0,2.0,230.96,742.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.4;,gSAMratio,z=1.5,84.51,0.2685,,,,2.0,2.0,232.8,736.97,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.64,0.3535,,,,1.8941,1.8941,257.74,696.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,84.91,0.2559,,,,2.0,2.0,216.86,792.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.57,0.3138,,,,1.7881,1.7881,275.96,672.79,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,85.14,0.2742,,,,1.9914,1.9914,224.33,767.55,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.83,0.2871,,,,1.9888,1.9888,238.36,723.71,,,200,False
